0.026611934,0.099431171,4.6,1000.74044,0.184285258,0.509588214,1.30850829,1.28124776,0.784442353,0.904433868,0.00249845,0.002499891,0.002500159,0.002495821,0.002490698,0.002468819,8.409030612,17.15813772,3.298417024,3.71121723
0.026611934,0.099326731,4.6,1000.74044,0.184871112,0.481819369,1.33034347,1.28124776,0.784442353,0.904433868,0.002502824,0.002498411,0.002463156,0.002481935,0.002484451,0.002468819,8.594662588,17.53690896,3.298417024,3.71121723
0.026611934,0.099326731,4.6,1000.74044,0.180226417,0.491112148,1.33034347,1.29641805,0.784442353,0.932510224,0.002503911,0.002503571,0.002463156,0.002501227,0.002473637,0.002468819,8.764358704,18.32005053,3.384580643,3.984468565
0.026611934,0.099326731,4.6,1000.74044,0.180226417,0.483435651,1.34298207,1.34688595,0.795465915,0.90834942,0.002510403,0.002492338,0.002421844,0.002512194,0.002481431,0.002468819,9.488048473,21.50160625,3.346835423,3.789625646
0.026611934,0.09880551,4.6,1000.74044,0.180226417,0.483435651,1.34298207,1.40149151,0.81669911,0.90834942,0.002505782,0.002491171,0.002378778,0.002500924,0.002479251,0.00246463,10.22740924,25.31992029,3.418659258,3.870951859
0.026611934,0.098546937,4.6,1000.74044,0.177264136,0.483435651,1.34298207,1.40149151,0.817309995,0.897728012,0.002507544,0.002486084,0.002362961,0.002495945,0.002476226,0.00246463,10.22740924,25.31992029,3.388094899,3.770913579
0.026611934,0.098546937,4.6,1000.74044,0.183321401,0.483435651,1.37033881,1.40149151,0.817882847,0.851857426,0.00250235,0.002498536,0.002322404,0.00248061,0.002478193,0.00246463,10.51106,26.02215236,3.25669665,3.362602756
0.026611934,0.098248399,4.6,1000.74044,0.183321401,0.483435651,1.37033881,1.43906087,0.841474644,0.80742225,0.002510595,0.002500767,0.002289004,0.002495876,0.002471023,0.002442482,11.08715137,29.1908682,3.213754851,3.081256437
0.026611934,0.098011814,4.6,1014.49491,0.185401025,0.494629189,1.37390731,1.44524867,0.841474644,0.772773542,0.002502525,0.002488816,0.002264458,0.002502745,0.0024711,0.00241077,11.22652373,29.8607902,3.126968853,2.826381594
0.026607164,0.09801731,4.6,1020.48455,0.185401025,0.494629189,1.37390731,1.49853865,0.843491768,0.772773542,0.002497576,0.002494391,0.002243618,0.002517095,0.002474397,0.00241077,12.14255655,35.28922828,3.133282702,2.83208851
0.026598717,0.097971819,4.6,1020.48455,0.185401025,0.494629189,1.37390731,1.53852971,0.847280332,0.755358645,0.002501706,0.002501466,0.002243618,0.002524336,0.002481777,0.002366612,12.90279745,40.1153221,3.103602934,2.722108159
0.02656311,0.097828181,4.6,1020.48455,0.178337175,0.47846902,1.40564718,1.54430256,0.869771176,0.714758006,0.002497949,0.002506904,0.002243618,0.002516985,0.002470338,0.002366612,13.43794442,42.19098419,3.080865856,2.515684295
0.026498557,0.097753204,4.6,1020.48455,0.181272994,0.504787793,1.40564718,1.54430256,0.869771176,0.674987653,0.00249561,0.00251869,0.002217449,0.002508518,0.002482285,0.002366612,13.43794442,42.19098419,2.996890772,2.276715081
0.026498557,0.097753204,4.6,1020.48455,0.184881069,0.49831606,1.40564718,1.54430256,0.869771176,0.674987653,0.002490571,0.002523972,0.002183365,0.002500284,0.002492333,0.002322399,13.43794442,42.19098419,2.996890772,2.276715081
0.026498557,0.097753204,4.6,1026.87784,0.184881069,0.49831606,1.40564718,1.57210544,0.869771176,0.665185944,0.002493398,0.002534276,0.002183365,0.002483082,0.002502903,0.002282663,14.03290512,46.20295922,2.977271705,2.221114111
0.026498557,0.097500896,4.6,1026.87784,0.188597704,0.49831606,1.41955689,1.57210544,0.892775537,0.653820902,0.002494268,0.002545213,0.002183365,0.002476051,0.002491057,0.002282663,14.22946262,46.85011946,3.023806363,2.208395794
0.026470294,0.097330628,4.6,1026.87784,0.192108792,0.49831606,1.430561,1.57210544,0.892775537,0.659800471,0.002486547,0.002546371,0.002183365,0.002457713,0.002488965,0.002282663,14.38690988,47.36851031,3.035705547,2.242076178
0.026470294,0.097330628,4.6,1026.87784,0.186907688,0.481138642,1.430561,1.57210544,0.901424559,0.613417485,0.002479564,0.00253351,0.002183365,0.002455499,0.002483858,0.002246166,14.38690988,47.36851031,2.972980736,2.009472117
0.026415851,0.097330628,4.6,1026.87784,0.179792144,0.499717844,1.44671144,1.57210544,0.901424559,0.613417485,0.002479564,0.002543937,0.002140204,0.002449253,0.002497198,0.002203174,14.62115127,48.13974371,2.972980736,2.009472117
0.026415851,0.097050919,4.6,1026.87784,0.179792144,0.499717844,1.44671144,1.58778207,0.920822979,0.642776334,0.002479564,0.002536666,0.002106609,0.002463482,0.002499778,0.002203174,14.9878128,50.69709864,3.087629631,2.208440989
