a,b,mean
4.36E+00,8.03E+00,8.18311E+15
4.33E+00,8.08E+00,1.17392E+16
4.33E+00,8.09E+00,1.21059E+16
4.36E+00,8.05E+00,9.29704E+15
4.38E+00,8.05E+00,9.20575E+15
4.40E+00,8.05E+00,9.34708E+15
4.42E+00,8.01E+00,7.31417E+15
4.42E+00,8.01E+00,7.30821E+15
4.41E+00,8.03E+00,8.3484E+15
4.37E+00,8.04E+00,8.906E+15
4.36E+00,8.06E+00,9.75256E+15
4.35E+00,8.06E+00,9.60907E+15
4.35E+00,8.03E+00,7.68863E+15
4.34E+00,8.03E+00,7.87782E+15
4.32E+00,8.06E+00,9.96169E+15
4.34E+00,8.02E+00,7.0581E+15
4.33E+00,8.01E+00,6.64886E+15
4.34E+00,8.06E+00,1.00495E+16
4.34E+00,8.04E+00,8.21419E+15
4.36E+00,8.03E+00,7.63393E+15
4.36E+00,7.99E+00,5.89196E+15
4.37E+00,7.98E+00,5.23486E+15
4.37E+00,7.98E+00,5.29215E+15
4.37E+00,7.95E+00,4.16895E+15
4.34E+00,7.94E+00,3.77749E+15
4.36E+00,7.94E+00,3.84259E+15
4.36E+00,7.94E+00,3.84277E+15
4.34E+00,7.94E+00,3.7641E+15
4.31E+00,7.92E+00,3.10598E+15
4.31E+00,7.92E+00,3.10598E+15
4.31E+00,7.96E+00,4.38066E+15
4.31E+00,7.94E+00,3.5398E+15
4.31E+00,7.94E+00,3.5398E+15
4.31E+00,7.96E+00,4.42573E+15
4.29E+00,8.00E+00,5.56082E+15
4.29E+00,7.93E+00,3.38969E+15
4.29E+00,7.93E+00,3.43401E+15
4.27E+00,7.99E+00,5.23525E+15
4.25E+00,7.99E+00,5.0948E+15
4.25E+00,8.00E+00,5.30621E+15
4.25E+00,7.99E+00,5.27197E+15
4.25E+00,7.99E+00,5.26547E+15
4.25E+00,7.99E+00,5.29905E+15
4.25E+00,7.95E+00,3.60666E+15
4.25E+00,7.95E+00,3.60666E+15
4.24E+00,7.90E+00,2.38736E+15
4.21E+00,7.88E+00,2.12431E+15
4.19E+00,7.93E+00,2.88392E+15
4.21E+00,7.96E+00,3.92472E+15
4.22E+00,8.00E+00,5.27052E+15
4.23E+00,8.05E+00,8.13015E+15
4.22E+00,8.10E+00,1.16655E+16
4.23E+00,8.13E+00,1.4967E+16
4.24E+00,8.13E+00,1.50378E+16
4.23E+00,8.17E+00,2.08442E+16
4.26E+00,8.14E+00,1.72798E+16
4.24E+00,8.14E+00,1.68334E+16
4.24E+00,8.15E+00,1.85568E+16
4.26E+00,8.09E+00,1.14301E+16
4.25E+00,8.04E+00,7.42567E+15
4.27E+00,7.99E+00,5.36141E+15
4.27E+00,7.99E+00,5.36141E+15
4.28E+00,7.96E+00,4.1425E+15
4.31E+00,8.00E+00,5.68539E+15
4.29E+00,8.03E+00,7.07578E+15
4.29E+00,7.97E+00,4.35219E+15
4.32E+00,8.00E+00,6.0809E+15
4.33E+00,8.00E+00,6.18446E+15
4.33E+00,7.97E+00,4.64455E+15
4.31E+00,7.97E+00,4.56865E+15
4.31E+00,7.97E+00,4.55481E+15
4.31E+00,7.98E+00,4.95415E+15
4.32E+00,7.98E+00,5.02583E+15
4.29E+00,7.98E+00,4.87356E+15
4.30E+00,7.98E+00,4.9093E+15
4.30E+00,8.01E+00,6.46996E+15
4.28E+00,8.01E+00,6.34307E+15
4.28E+00,8.01E+00,6.36366E+15
4.31E+00,7.98E+00,4.95733E+15
4.32E+00,7.98E+00,4.98508E+15
4.31E+00,7.99E+00,5.48018E+15
4.30E+00,7.94E+00,3.50063E+15
4.30E+00,7.94E+00,3.50063E+15
4.33E+00,7.94E+00,3.66394E+15
4.33E+00,7.94E+00,3.67335E+15
4.31E+00,7.96E+00,4.42363E+15
4.28E+00,7.93E+00,3.18359E+15
4.27E+00,7.96E+00,4.09531E+15
4.27E+00,7.90E+00,2.50172E+15
4.30E+00,7.90E+00,2.5797E+15
4.27E+00,7.86E+00,1.88653E+15
4.26E+00,7.86E+00,1.8576E+15
4.24E+00,7.83E+00,1.40453E+15
4.27E+00,7.83E+00,1.43683E+15
4.27E+00,7.83E+00,1.43683E+15
4.29E+00,7.83E+00,1.47892E+15
4.27E+00,7.85E+00,1.6944E+15
4.28E+00,7.89E+00,2.31835E+15
4.28E+00,7.89E+00,2.31332E+15
4.28E+00,7.90E+00,2.49753E+15
4.25E+00,7.94E+00,3.52346E+15
4.24E+00,7.94E+00,3.48555E+15
4.24E+00,7.94E+00,3.48548E+15
4.24E+00,7.96E+00,4.01738E+15
4.24E+00,7.91E+00,2.68016E+15
4.22E+00,7.91E+00,2.62773E+15
4.22E+00,7.89E+00,2.20563E+15
4.24E+00,7.86E+00,1.83739E+15
4.25E+00,7.86E+00,1.82963E+15
4.27E+00,7.83E+00,1.43376E+15
4.27E+00,7.86E+00,1.84932E+15
4.30E+00,7.83E+00,1.46699E+15
4.31E+00,7.83E+00,1.48025E+15
4.29E+00,7.78E+00,9.79062E+14
4.28E+00,7.78E+00,1.03858E+15
4.30E+00,7.80E+00,1.24148E+15
4.32E+00,7.84E+00,1.62265E+15
4.31E+00,7.78E+00,1.03603E+15
4.31E+00,7.78E+00,1.03603E+15
4.31E+00,7.76E+00,8.7921E+14
4.31E+00,7.76E+00,8.80277E+14
4.31E+00,7.76E+00,8.80277E+14
4.31E+00,7.71E+00,5.81104E+14
4.31E+00,7.67E+00,4.4118E+14
4.31E+00,7.67E+00,4.4118E+14
4.32E+00,7.71E+00,5.93683E+14
4.32E+00,7.71E+00,5.9238E+14
4.32E+00,7.65E+00,3.87596E+14
4.33E+00,7.65E+00,3.88847E+14
4.33E+00,7.65E+00,3.94957E+14
4.32E+00,7.71E+00,6.19519E+14
4.31E+00,7.71E+00,6.11109E+14
4.32E+00,7.67E+00,4.44212E+14
4.29E+00,7.68E+00,4.70966E+14
4.27E+00,7.62E+00,2.96194E+14
4.24E+00,7.66E+00,3.87279E+14
4.25E+00,7.66E+00,3.90849E+14
4.25E+00,7.67E+00,4.02581E+14
4.22E+00,7.67E+00,3.8966E+14
4.19E+00,7.66E+00,3.5524E+14
4.19E+00,7.66E+00,3.5524E+14
4.20E+00,7.66E+00,3.60162E+14
4.24E+00,7.68E+00,4.30695E+14
4.26E+00,7.69E+00,5.12473E+14
4.25E+00,7.71E+00,5.76138E+14
4.24E+00,7.71E+00,5.66228E+14
4.24E+00,7.72E+00,6.12388E+14
4.21E+00,7.72E+00,5.96751E+14
4.19E+00,7.78E+00,8.83074E+14
4.16E+00,7.83E+00,1.34952E+15
4.19E+00,7.83E+00,1.39208E+15
4.19E+00,7.83E+00,1.39208E+15
4.19E+00,7.83E+00,1.39208E+15
4.17E+00,7.83E+00,1.35684E+15
4.17E+00,7.85E+00,1.54923E+15
4.19E+00,7.85E+00,1.56605E+15
4.16E+00,7.82E+00,1.24494E+15
4.14E+00,7.87E+00,1.72305E+15
4.14E+00,7.93E+00,2.77036E+15
4.16E+00,7.91E+00,2.46437E+15
4.15E+00,7.95E+00,3.39046E+15
4.16E+00,7.92E+00,2.7167E+15
4.14E+00,7.92E+00,2.64061E+15
4.15E+00,7.92E+00,2.68775E+15
4.14E+00,7.92E+00,2.61853E+15
4.12E+00,7.92E+00,2.54356E+15
4.09E+00,7.88E+00,1.8083E+15
4.11E+00,7.88E+00,1.83145E+15
4.09E+00,7.88E+00,1.80302E+15
4.09E+00,7.88E+00,1.80302E+15
4.09E+00,7.88E+00,1.80302E+15
4.11E+00,7.88E+00,1.80271E+15
4.10E+00,7.86E+00,1.55659E+15
4.08E+00,7.91E+00,2.2663E+15
4.10E+00,7.92E+00,2.58435E+15
4.12E+00,7.91E+00,2.3424E+15
4.11E+00,7.95E+00,3.13503E+15
4.08E+00,7.99E+00,4.29782E+15
4.09E+00,7.99E+00,4.33374E+15
4.11E+00,7.99E+00,4.40739E+15
4.11E+00,7.99E+00,4.40739E+15
4.12E+00,7.98E+00,4.15355E+15
4.12E+00,7.98E+00,4.15355E+15
4.12E+00,8.03E+00,5.9485E+15
4.12E+00,8.05E+00,7.39143E+15
4.12E+00,8.05E+00,7.47565E+15
4.12E+00,8.04E+00,6.51003E+15
4.13E+00,8.05E+00,7.52895E+15
4.11E+00,8.01E+00,5.27688E+15
4.10E+00,7.97E+00,3.70871E+15
4.10E+00,8.02E+00,5.78241E+15
4.07E+00,8.01E+00,4.97548E+15
4.07E+00,8.01E+00,4.97548E+15
4.06E+00,8.01E+00,4.90977E+15
4.07E+00,7.97E+00,3.57826E+15
4.09E+00,7.98E+00,4.02313E+15
4.08E+00,7.97E+00,3.71434E+15
4.11E+00,7.91E+00,2.36726E+15
4.11E+00,7.93E+00,2.72486E+15
4.12E+00,7.87E+00,1.68521E+15
4.09E+00,7.85E+00,1.38229E+15
4.09E+00,7.85E+00,1.38145E+15
4.09E+00,7.85E+00,1.38145E+15
4.07E+00,7.86E+00,1.4715E+15
4.08E+00,7.80E+00,9.51384E+14
4.09E+00,7.80E+00,9.61272E+14
4.09E+00,7.79E+00,9.08552E+14
4.07E+00,7.78E+00,7.9795E+14
4.08E+00,7.80E+00,9.93932E+14
4.08E+00,7.80E+00,9.85927E+14
4.07E+00,7.80E+00,9.77935E+14
4.09E+00,7.77E+00,7.78653E+14
4.09E+00,7.77E+00,7.78653E+14
4.09E+00,7.75E+00,6.45696E+14
4.09E+00,7.75E+00,6.45696E+14
4.09E+00,7.75E+00,6.45696E+14
4.11E+00,7.71E+00,4.80717E+14
4.14E+00,7.67E+00,3.6003E+14
4.15E+00,7.71E+00,5.27533E+14
4.16E+00,7.75E+00,7.33169E+14
4.17E+00,7.77E+00,8.15368E+14
4.14E+00,7.82E+00,1.15767E+15
4.17E+00,7.85E+00,1.56146E+15
4.18E+00,7.90E+00,2.27931E+15
4.15E+00,7.87E+00,1.70906E+15
4.11E+00,7.84E+00,1.31182E+15
4.11E+00,7.89E+00,1.97175E+15
4.11E+00,7.89E+00,1.97175E+15
4.11E+00,7.84E+00,1.31195E+15
4.09E+00,7.85E+00,1.40688E+15
4.09E+00,7.86E+00,1.55667E+15
4.09E+00,7.82E+00,1.11557E+15
4.09E+00,7.81E+00,1.06735E+15
4.07E+00,7.81E+00,1.04211E+15
4.07E+00,7.81E+00,1.04211E+15
4.06E+00,7.81E+00,1.0373E+15
4.06E+00,7.81E+00,1.03356E+15
4.05E+00,7.81E+00,1.01932E+15
4.05E+00,7.77E+00,7.17894E+14
4.03E+00,7.75E+00,6.08566E+14
4.06E+00,7.76E+00,6.89281E+14
4.09E+00,7.76E+00,7.12155E+14
4.09E+00,7.72E+00,5.24599E+14
4.06E+00,7.76E+00,6.81832E+14
4.06E+00,7.78E+00,7.89039E+14
4.05E+00,7.80E+00,9.2585E+14
4.07E+00,7.80E+00,9.41103E+14
4.05E+00,7.83E+00,1.1639E+15
4.05E+00,7.83E+00,1.1639E+15
4.04E+00,7.79E+00,8.55787E+14
4.04E+00,7.79E+00,8.85141E+14
4.04E+00,7.79E+00,8.85141E+14
4.02E+00,7.78E+00,7.62165E+14
4.05E+00,7.78E+00,7.81405E+14
4.07E+00,7.83E+00,1.19013E+15
4.06E+00,7.83E+00,1.17899E+15
4.09E+00,7.88E+00,1.78841E+15
4.11E+00,7.82E+00,1.14033E+15
4.14E+00,7.81E+00,1.12273E+15
4.15E+00,7.87E+00,1.76227E+15
4.18E+00,7.83E+00,1.29572E+15
4.20E+00,7.84E+00,1.47313E+15
4.21E+00,7.78E+00,9.40174E+14
4.24E+00,7.73E+00,6.69393E+14
4.24E+00,7.77E+00,8.80206E+14
4.26E+00,7.78E+00,1.01343E+15
4.24E+00,7.78E+00,9.92425E+14
4.25E+00,7.78E+00,1.00464E+15
4.22E+00,7.77E+00,8.89146E+14
4.23E+00,7.77E+00,9.01214E+14
4.20E+00,7.73E+00,6.49817E+14
4.19E+00,7.73E+00,6.43125E+14
4.21E+00,7.73E+00,6.56644E+14
4.20E+00,7.78E+00,9.02438E+14
4.19E+00,7.72E+00,5.775E+14
4.18E+00,7.71E+00,5.37326E+14
4.20E+00,7.69E+00,4.72217E+14
4.20E+00,7.67E+00,3.9181E+14
4.20E+00,7.67E+00,3.9181E+14
4.20E+00,7.67E+00,3.9181E+14
4.18E+00,7.63E+00,2.81422E+14
4.16E+00,7.56E+00,1.69903E+14
4.16E+00,7.57E+00,1.75339E+14
4.16E+00,7.57E+00,1.75339E+14
4.19E+00,7.58E+00,2.00613E+14
4.19E+00,7.58E+00,2.00158E+14
4.21E+00,7.55E+00,1.56056E+14
4.24E+00,7.55E+00,1.60866E+14
4.24E+00,7.55E+00,1.60981E+14
4.22E+00,7.53E+00,1.43491E+14
4.22E+00,7.53E+00,1.43491E+14
4.24E+00,7.53E+00,1.3781E+14
4.26E+00,7.55E+00,1.75782E+14
4.26E+00,7.61E+00,2.57617E+14
4.26E+00,7.61E+00,2.57162E+14
4.26E+00,7.61E+00,2.57162E+14
4.26E+00,7.61E+00,2.57162E+14
4.26E+00,7.63E+00,3.2288E+14
4.25E+00,7.60E+00,2.42969E+14
4.22E+00,7.65E+00,3.38265E+14
4.22E+00,7.64E+00,3.27907E+14
4.23E+00,7.64E+00,3.31955E+14
4.26E+00,7.65E+00,3.60057E+14
4.26E+00,7.65E+00,3.57593E+14
4.26E+00,7.65E+00,3.60407E+14
4.24E+00,7.70E+00,5.08734E+14
4.24E+00,7.70E+00,5.08492E+14
4.24E+00,7.72E+00,5.96471E+14
4.24E+00,7.72E+00,5.96471E+14
4.24E+00,7.72E+00,5.96471E+14
4.26E+00,7.71E+00,5.71334E+14
4.26E+00,7.70E+00,5.36736E+14
4.24E+00,7.65E+00,3.67443E+14
4.23E+00,7.65E+00,3.38323E+14
4.21E+00,7.66E+00,3.61025E+14
4.18E+00,7.72E+00,5.64932E+14
4.15E+00,7.72E+00,5.49187E+14
4.16E+00,7.67E+00,3.90923E+14
4.15E+00,7.73E+00,6.06511E+14
4.13E+00,7.73E+00,5.93464E+14
4.11E+00,7.70E+00,4.67947E+14
4.11E+00,7.71E+00,5.0901E+14
4.12E+00,7.69E+00,4.15924E+14
4.12E+00,7.69E+00,4.1322E+14
4.09E+00,7.69E+00,4.03218E+14
4.09E+00,7.69E+00,4.03218E+14
4.09E+00,7.72E+00,5.15836E+14
4.12E+00,7.70E+00,4.72844E+14
4.12E+00,7.73E+00,6.0138E+14
4.14E+00,7.70E+00,4.68529E+14
4.12E+00,7.70E+00,4.74925E+14
4.12E+00,7.70E+00,4.74925E+14
4.12E+00,7.70E+00,4.74925E+14
4.12E+00,7.72E+00,5.33786E+14
4.09E+00,7.72E+00,5.42074E+14
4.10E+00,7.71E+00,4.73092E+14
4.10E+00,7.71E+00,4.73092E+14
4.09E+00,7.64E+00,2.8554E+14
4.11E+00,7.60E+00,2.10617E+14
4.08E+00,7.60E+00,2.05908E+14
4.07E+00,7.60E+00,2.03522E+14
4.09E+00,7.61E+00,2.30802E+14
4.07E+00,7.61E+00,2.26143E+14
4.05E+00,7.58E+00,1.7294E+14
4.02E+00,7.62E+00,2.27973E+14
4.05E+00,7.62E+00,2.3482E+14
4.05E+00,7.62E+00,2.3482E+14
4.04E+00,7.60E+00,1.92194E+14
4.07E+00,7.64E+00,2.76391E+14
4.08E+00,7.64E+00,2.74021E+14
4.06E+00,7.64E+00,2.67516E+14
4.09E+00,7.64E+00,2.73521E+14
4.11E+00,7.59E+00,1.91503E+14
4.11E+00,7.62E+00,2.47049E+14
4.11E+00,7.60E+00,2.05324E+14
4.11E+00,7.54E+00,1.31609E+14
4.11E+00,7.54E+00,1.31609E+14
4.13E+00,7.56E+00,1.6404E+14
4.15E+00,7.63E+00,2.68976E+14
4.18E+00,7.58E+00,1.97654E+14
4.18E+00,7.58E+00,1.94388E+14
4.18E+00,7.58E+00,2.02073E+14
4.21E+00,7.55E+00,1.60688E+14
4.19E+00,7.55E+00,1.56979E+14
4.16E+00,7.55E+00,1.5247E+14
4.18E+00,7.58E+00,1.98216E+14
4.18E+00,7.58E+00,1.98216E+14
4.17E+00,7.58E+00,1.96056E+14
4.17E+00,7.58E+00,1.96056E+14
4.18E+00,7.59E+00,2.04083E+14
4.18E+00,7.58E+00,1.90534E+14
4.17E+00,7.54E+00,1.42411E+14
4.17E+00,7.54E+00,1.42411E+14
4.16E+00,7.58E+00,1.85349E+14
4.16E+00,7.63E+00,2.89212E+14
4.14E+00,7.63E+00,2.79166E+14
4.15E+00,7.57E+00,1.73033E+14
4.13E+00,7.57E+00,1.69954E+14
4.16E+00,7.57E+00,1.74609E+14
4.17E+00,7.57E+00,1.78788E+14
4.16E+00,7.60E+00,2.26168E+14
4.16E+00,7.60E+00,2.25913E+14
4.18E+00,7.60E+00,2.30347E+14
4.18E+00,7.59E+00,2.15534E+14
4.20E+00,7.55E+00,1.55558E+14
4.23E+00,7.55E+00,1.59314E+14
4.23E+00,7.55E+00,1.59314E+14
4.25E+00,7.56E+00,1.81225E+14
4.27E+00,7.57E+00,2.02937E+14
4.27E+00,7.57E+00,2.02006E+14
4.26E+00,7.58E+00,2.19872E+14
4.28E+00,7.59E+00,2.39443E+14
4.30E+00,7.59E+00,2.43991E+14
4.30E+00,7.56E+00,1.91166E+14
4.28E+00,7.56E+00,1.87083E+14
4.28E+00,7.56E+00,1.87083E+14
4.28E+00,7.59E+00,2.43151E+14
4.29E+00,7.56E+00,1.91539E+14
4.27E+00,7.61E+00,2.65019E+14
4.27E+00,7.61E+00,2.65734E+14
4.25E+00,7.61E+00,2.60914E+14
4.27E+00,7.67E+00,4.19192E+14
4.27E+00,7.65E+00,3.71877E+14
4.28E+00,7.70E+00,5.30461E+14
4.29E+00,7.70E+00,5.37221E+14
4.29E+00,7.70E+00,5.37221E+14
4.28E+00,7.66E+00,3.87539E+14
4.26E+00,7.66E+00,3.78746E+14
4.27E+00,7.69E+00,5.09435E+14
4.28E+00,7.65E+00,3.72966E+14
4.30E+00,7.69E+00,4.97865E+14
4.28E+00,7.69E+00,4.84816E+14
4.28E+00,7.69E+00,4.84816E+14
4.26E+00,7.69E+00,4.83832E+14
4.25E+00,7.68E+00,4.39728E+14
4.28E+00,7.72E+00,6.52341E+14
4.27E+00,7.67E+00,4.16447E+14
4.25E+00,7.68E+00,4.55882E+14
4.23E+00,7.67E+00,4.02032E+14
4.26E+00,7.66E+00,3.92261E+14
4.29E+00,7.62E+00,2.877E+14
4.29E+00,7.59E+00,2.41631E+14
4.28E+00,7.60E+00,2.61109E+14
4.28E+00,7.60E+00,2.61109E+14
4.29E+00,7.55E+00,1.73648E+14
4.32E+00,7.55E+00,1.79321E+14
4.31E+00,7.49E+00,1.16743E+14
4.34E+00,7.50E+00,1.27097E+14
4.31E+00,7.45E+00,8.11587E+13
4.28E+00,7.43E+00,6.86059E+13
4.28E+00,7.44E+00,7.36174E+13
4.29E+00,7.46E+00,9.03565E+13
4.28E+00,7.41E+00,5.86058E+13
4.32E+00,7.41E+00,6.05401E+13
4.32E+00,7.43E+00,7.24361E+13
4.32E+00,7.43E+00,7.24361E+13
4.34E+00,7.41E+00,6.33136E+13
4.34E+00,7.44E+00,7.79073E+13
4.34E+00,7.38E+00,5.25804E+13
4.35E+00,7.33E+00,3.60448E+13
4.35E+00,7.33E+00,3.60448E+13
4.35E+00,7.37E+00,4.90167E+13
4.38E+00,7.35E+00,4.18755E+13
4.36E+00,7.35E+00,4.13118E+13
4.39E+00,7.38E+00,5.59334E+13
4.41E+00,7.38E+00,5.68289E+13
4.39E+00,7.38E+00,5.59697E+13
4.37E+00,7.42E+00,7.008E+13
4.38E+00,7.43E+00,7.51797E+13
4.40E+00,7.43E+00,7.96577E+13
4.40E+00,7.42E+00,7.49768E+13
4.39E+00,7.42E+00,7.39014E+13
4.38E+00,7.44E+00,8.25091E+13
4.36E+00,7.41E+00,6.44456E+13
4.36E+00,7.41E+00,6.44456E+13
4.33E+00,7.36E+00,4.53137E+13
4.31E+00,7.36E+00,4.43632E+13
4.31E+00,7.41E+00,5.99294E+13
4.31E+00,7.42E+00,6.51107E+13
4.31E+00,7.42E+00,6.5271E+13
4.31E+00,7.36E+00,4.27723E+13
4.31E+00,7.30E+00,2.72011E+13
4.28E+00,7.27E+00,2.18883E+13
4.27E+00,7.27E+00,2.16351E+13
4.26E+00,7.27E+00,2.15531E+13
4.28E+00,7.24E+00,1.71593E+13
4.25E+00,7.24E+00,1.67524E+13
4.24E+00,7.29E+00,2.47404E+13
4.27E+00,7.31E+00,2.77098E+13
4.24E+00,7.34E+00,3.59537E+13
4.23E+00,7.35E+00,3.64392E+13
4.22E+00,7.34E+00,3.46045E+13
4.20E+00,7.32E+00,2.92618E+13
4.20E+00,7.32E+00,2.92618E+13
4.22E+00,7.27E+00,2.09682E+13
4.23E+00,7.28E+00,2.17582E+13
4.22E+00,7.25E+00,1.78576E+13
4.21E+00,7.20E+00,1.22312E+13
4.23E+00,7.20E+00,1.2529E+13
4.26E+00,7.18E+00,1.11E+13
4.24E+00,7.13E+00,7.73404E+12
4.27E+00,7.11E+00,6.90016E+12
4.25E+00,7.11E+00,6.71494E+12
4.24E+00,7.06E+00,4.691E+12
4.25E+00,7.06E+00,4.74989E+12
4.24E+00,7.06E+00,4.70273E+12
4.24E+00,7.05E+00,4.17066E+12
4.24E+00,7.03E+00,3.72116E+12
4.23E+00,7.01E+00,3.18923E+12
4.22E+00,7.01E+00,3.17591E+12
4.22E+00,6.99E+00,2.77779E+12
4.23E+00,6.95E+00,2.17674E+12
4.22E+00,6.93E+00,1.82472E+12
4.22E+00,6.93E+00,1.82534E+12
4.22E+00,6.97E+00,2.32777E+12
4.23E+00,6.99E+00,2.77804E+12
4.23E+00,6.96E+00,2.22439E+12
4.23E+00,6.93E+00,1.84719E+12
4.25E+00,6.92E+00,1.76708E+12
4.28E+00,6.86E+00,1.2018E+12
4.30E+00,6.84E+00,1.08013E+12
4.28E+00,6.85E+00,1.15466E+12
4.31E+00,6.82E+00,9.59002E+11
4.31E+00,6.85E+00,1.11989E+12
4.32E+00,6.85E+00,1.13171E+12
4.32E+00,6.85E+00,1.13171E+12
4.30E+00,6.85E+00,1.10934E+12
4.33E+00,6.84E+00,1.12588E+12
4.30E+00,6.84E+00,1.10058E+12
4.30E+00,6.83E+00,9.94766E+11
4.29E+00,6.84E+00,1.08512E+12
4.31E+00,6.89E+00,1.5027E+12
4.34E+00,6.94E+00,2.2382E+12
4.36E+00,6.94E+00,2.28805E+12
4.35E+00,6.91E+00,1.79848E+12
4.35E+00,6.91E+00,1.79848E+12
4.35E+00,6.91E+00,1.79848E+12
4.35E+00,6.87E+00,1.34299E+12
4.35E+00,6.87E+00,1.34299E+12
4.35E+00,6.92E+00,1.99467E+12
4.35E+00,6.92E+00,2.00255E+12
4.34E+00,6.93E+00,2.00754E+12
4.34E+00,6.90E+00,1.62756E+12
4.32E+00,6.92E+00,1.81992E+12
4.31E+00,6.88E+00,1.40498E+12
4.31E+00,6.88E+00,1.40498E+12
4.34E+00,6.85E+00,1.22053E+12
4.34E+00,6.81E+00,9.06723E+11
4.32E+00,6.80E+00,8.07338E+11
4.35E+00,6.80E+00,8.27305E+11
4.35E+00,6.81E+00,8.81619E+11
4.35E+00,6.81E+00,8.81619E+11
4.32E+00,6.80E+00,8.50529E+11
4.34E+00,6.83E+00,1.06631E+12
4.34E+00,6.88E+00,1.47264E+12
4.33E+00,6.88E+00,1.39735E+12
4.36E+00,6.84E+00,1.16121E+12
4.36E+00,6.84E+00,1.16121E+12
4.36E+00,6.88E+00,1.45625E+12
4.35E+00,6.88E+00,1.45628E+12
4.35E+00,6.88E+00,1.45628E+12
4.36E+00,6.84E+00,1.0973E+12
4.36E+00,6.84E+00,1.11486E+12
4.34E+00,6.84E+00,1.09999E+12
4.34E+00,6.84E+00,1.09999E+12
4.35E+00,6.85E+00,1.23576E+12
4.38E+00,6.83E+00,1.09059E+12
4.38E+00,6.84E+00,1.18984E+12
4.40E+00,6.84E+00,1.21165E+12
4.37E+00,6.81E+00,9.58766E+11
4.36E+00,6.81E+00,9.51097E+11
4.36E+00,6.81E+00,9.54725E+11
4.34E+00,6.86E+00,1.30389E+12
4.37E+00,6.82E+00,9.6953E+11
4.36E+00,6.81E+00,9.18962E+11
4.33E+00,6.81E+00,8.92888E+11
4.34E+00,6.76E+00,6.54972E+11
4.32E+00,6.77E+00,6.74972E+11
4.35E+00,6.77E+00,6.934E+11
4.34E+00,6.80E+00,8.42554E+11
4.33E+00,6.74E+00,5.38034E+11
4.30E+00,6.71E+00,4.43779E+11
4.28E+00,6.74E+00,5.20383E+11
4.25E+00,6.74E+00,5.08286E+11
4.25E+00,6.72E+00,4.62111E+11
4.26E+00,6.73E+00,4.71405E+11
4.24E+00,6.73E+00,4.65047E+11
4.24E+00,6.73E+00,4.80506E+11
4.25E+00,6.68E+00,3.31402E+11
4.23E+00,6.67E+00,3.18375E+11
4.23E+00,6.67E+00,3.18375E+11
4.22E+00,6.66E+00,2.87535E+11
4.24E+00,6.66E+00,2.9121E+11
4.23E+00,6.62E+00,2.26172E+11
4.22E+00,6.57E+00,1.65392E+11
4.23E+00,6.53E+00,1.23264E+11
4.27E+00,6.51E+00,1.10151E+11
4.27E+00,6.54E+00,1.34467E+11
4.27E+00,6.53E+00,1.31234E+11
4.27E+00,6.53E+00,1.31234E+11
4.26E+00,6.53E+00,1.29924E+11
4.29E+00,6.52E+00,1.23436E+11
4.29E+00,6.52E+00,1.23436E+11
4.26E+00,6.56E+00,1.58346E+11
4.26E+00,6.56E+00,1.58497E+11
4.29E+00,6.56E+00,1.57349E+11
4.28E+00,6.49E+00,1.03253E+11
4.31E+00,6.52E+00,1.29245E+11
4.33E+00,6.52E+00,1.25929E+11
4.33E+00,6.48E+00,1.00468E+11
4.32E+00,6.45E+00,80315252913
4.33E+00,6.45E+00,81013092873
4.34E+00,6.45E+00,81842899673
4.33E+00,6.44E+00,75402625802
4.34E+00,6.44E+00,76268726036
4.34E+00,6.46E+00,87200830441
4.34E+00,6.46E+00,87200830441
4.34E+00,6.46E+00,86766942667
4.36E+00,6.44E+00,81256630136
4.37E+00,6.39E+00,59378454373
4.37E+00,6.39E+00,59378454373
4.36E+00,6.39E+00,58472067383
4.35E+00,6.34E+00,40734921846
4.33E+00,6.29E+00,30168084526
4.33E+00,6.25E+00,23584002826
4.34E+00,6.25E+00,23843577309
4.32E+00,6.21E+00,17293987245
4.29E+00,6.15E+00,11620975864
4.29E+00,6.15E+00,11688818012
4.29E+00,6.12E+00,10124030570
4.29E+00,6.12E+00,10134028123
4.27E+00,6.09E+00,7962157252
4.26E+00,6.03E+00,5504574366
4.28E+00,5.97E+00,3884300412
4.26E+00,5.97E+00,3809265786
4.25E+00,5.97E+00,3760166143
4.24E+00,5.97E+00,3757475654
4.23E+00,5.94E+00,3163910691
4.24E+00,5.94E+00,3201924813
4.25E+00,5.93E+00,3080576313
4.25E+00,5.92E+00,2818294338
4.25E+00,5.92E+00,2818294338
4.25E+00,5.93E+00,3012382538
4.23E+00,5.93E+00,2958885379
4.23E+00,5.95E+00,3274411904
4.20E+00,5.96E+00,3520642835
4.20E+00,5.96E+00,3520642835
4.18E+00,5.90E+00,2435071491
4.16E+00,5.87E+00,1894637934
4.13E+00,5.91E+00,2328462897
4.13E+00,5.87E+00,1888630076
4.13E+00,5.85E+00,1679552773
4.11E+00,5.79E+00,1149466328
4.10E+00,5.74E+00,876584345.4
4.10E+00,5.71E+00,707027036.9
4.13E+00,5.66E+00,557286037.3
4.14E+00,5.64E+00,518870536
4.14E+00,5.64E+00,518870536
4.12E+00,5.64E+00,509687714.3
4.11E+00,5.64E+00,505724261.6
4.11E+00,5.65E+00,529600444.1
4.11E+00,5.65E+00,526403986.5
4.07E+00,5.62E+00,423965106.8
